"","Player","Pick","Age","ThreePM","ThreeP_Perc","FTM","FTA","FT_Perc","TOV","PF","ORB","DRB","RPG","APG","SPG","BPG","FGMForty","FGAForty","ThreePAForty","FTMForty","FTAForty","TOVForty","PFForty","ORBForty","DRBForty","REBForty","ASTForty","STLForty","BLKForty","PTSForty","TS_Perc","eFG_Perc","Total S _Perc","ORB_Perc","DRB_Perc","TRB_Perc","AST_Perc","TOV_Perc","STL_Perc","BLK_Perc","USG_Perc","PPR","PPS","ORtg","DRtg","eDiff","FIC","PER","WS","WS/48","BPM","VORP","AVG_Raptor","AVG_WAR"
"351","Arnoldas Kulboka",55,20,1.6,0.374,1.6,1.8,0.864,1.4,1.1,0.5,3.5,4,0.8,0.9,0.2,4.4,11.2,6.6,2.3,2.7,2.1,1.6,0.7,5.3,6,1.2,1.3,0.3,13.5,0.546,0.5,162.8,2.2,16,9.2,5.8,14.3,1.8,0.7,17.8,-3.2,1.2,99.1,112.1,-13,262.4,10.6,NA,NA,NA,NA,NA,NA
"352","Dzanan Musa",29,19,1.2,0.313,3.1,3.8,0.804,1.6,1.6,0.7,2.8,3.5,1.9,1,0.2,7,14.9,6.8,5.3,6.6,2.7,2.8,1.3,4.8,6,3.3,1.8,0.4,21.4,0.603,0.542,158.7,4.1,16.1,10,14.8,13.2,2.5,1,24.8,-1.2,1.4,117.2,101.5,15.7,576.6,19.2,0,0.003,-4.6,-0.4,-1.6,0.1
"353","Elie Okobo",31,20,2.1,0.418,2.2,2.7,0.835,2.8,2,0.4,2.3,2.7,4.7,0.9,0.2,7.3,14.9,7.4,3.4,4.1,4.2,3,0.6,3.5,4.1,7.1,1.4,0.3,20.8,0.623,0.593,174.2,1.9,11.7,6.7,31.7,20.2,1.9,0.7,25.4,1.3,1.4,113.6,112.9,0.6,343.6,19,0.5,0.014,-4.1,-0.9,-4.7,-0.85
"354","Isaac Bonga",39,18,0.5,0.302,2.4,2.7,0.9,2.4,2.4,0.8,2.6,3.4,2.4,1.3,0.5,4.1,9.5,2.8,4.4,4.9,4.4,4.3,1.5,4.6,6.1,4.3,2.3,0.9,13.4,0.575,0.475,163.2,5,15.9,10.4,18.9,27.2,3.2,2.5,19.9,-4,1.4,99.9,104.3,-4.3,235,13,1.7,0.046,-3.7,-0.7,-1.1,0.8
"355","Justin Jackson",43,21,0.5,0.212,2.3,4.5,0.515,3.2,4.1,2.5,6.5,9.1,2.3,1.1,2.3,7.1,14.6,3,3.2,6.1,4.3,5.5,3.4,8.9,12.3,3.1,1.4,3.1,18.1,0.524,0.512,121.8,10,26.2,18.1,15.4,20.1,2,8,25.4,-5.8,1.2,98,101,-2.9,170.8,17.4,NA,NA,NA,NA,-3.375,-0.2
"356","Luka Doncic",3,19,1.5,0.31,3.8,4.9,0.789,2.2,1.6,0.9,4.4,5.3,4.5,1.1,0.4,7,15.7,7.6,6.1,7.8,3.5,2.6,1.5,6.9,8.4,7.2,1.8,0.6,22.6,0.592,0.525,155,5,20.9,13.3,30.5,15.4,2.4,1.5,26.9,3.4,1.4,120.7,105.9,14.9,889.5,22.8,19.6,0.156,6.4,12.7,4.56666666666667,7.03333333333333
"357","Rodions Kurucs",40,20,0.8,0.328,1.2,1.5,0.769,1.3,2.7,0.5,1.3,1.8,1,1.2,0.5,6.8,15.5,6.5,3.1,4,3.6,7.1,1.2,3.6,4.8,2.7,3.2,1.4,18.9,0.547,0.51,153.8,3.8,10.4,7.2,11.3,17.1,4.3,3.4,24.3,-4.6,1.2,101.4,102.3,-0.8,96.1,14.9,2.3,0.052,-2.8,-0.4,-3.6,-0.133333333333333
"358","Yusuf Sanon",44,18,0.5,0.253,0.3,0.7,0.467,1,2.2,0.4,1.4,1.8,1.1,1,0.2,4.6,10.7,5.1,0.8,1.8,2.6,5.7,1.1,3.7,4.8,3,2.6,0.5,11.3,0.494,0.492,115,3.7,10.7,7.4,12,18.5,3.6,1.4,16.8,-1.5,1.1,94.3,97.6,-3.3,122,9.3,NA,NA,NA,NA,NA,NA
"359","Aaron Holiday",23,21,2.7,0.429,4.8,5.8,0.828,3.8,2.6,0.5,3.2,3.7,5.8,1.3,0.2,6.8,14.8,6.6,5.1,6.2,4,2.8,0.5,3.3,3.9,6.2,1.4,0.3,21.6,0.609,0.557,171.8,1.6,8.7,5.3,29.9,18.5,1.9,0.7,26.6,0.2,1.5,115.4,106.9,8.5,422.5,20,3.1,0.048,-2.4,-0.3,-0.133333333333333,1.56666666666667
"360","Alize Johnson",50,22,1.2,0.281,3.3,4.4,0.759,2.2,2.1,3.2,8.5,11.6,2.8,0.5,0.4,6.7,15.6,5.7,4.3,5.6,2.9,2.7,4,10.9,14.9,3.7,0.6,0.5,19.3,0.528,0.481,146.9,11.5,30.3,21,19.3,13.6,0.9,1.5,27.1,-1.2,1.2,112.3,96.2,16.1,469.1,23.2,0.7,0.131,-0.5,0.1,-2.1,0.05
"361","Bruce Brown, Jr.",42,21,0.8,0.267,2.3,3.7,0.629,2.3,2.3,1.3,5.8,7.1,4,1.3,0.8,4.9,11.8,3.8,2.8,4.4,2.7,2.7,1.6,6.9,8.4,4.8,1.6,0.9,13.5,0.488,0.457,131,4.5,19.1,12,20.4,16.3,2.3,2.5,20.8,1.2,1.1,102.7,92.2,10.5,207.8,15.9,6.4,0.074,-2,0,0.166666666666667,1.8
"362","Chandler Hutchison",22,22,1.5,0.359,5.3,7.2,0.728,3.4,2.4,0.9,6.8,7.7,3.5,1.5,0.3,8.5,18,5.3,6.8,9.3,4.3,3.1,1.1,8.8,9.9,4.5,1.9,0.3,25.8,0.575,0.528,156.2,3.3,25.8,14.7,23.9,16.2,2.7,0.9,33.2,-3.4,1.4,110.8,93.1,17.7,416.2,24.8,0.9,0.027,-4.1,-0.9,-3.63333333333333,0.0666666666666667
"363","Chimezie Metu",49,21,0.4,0.3,3.3,4.5,0.73,2,2.6,1.9,5.6,7.4,1.6,0.8,1.7,7.8,14.9,1.5,4.2,5.8,2.6,3.3,2.4,7.2,9.6,2,1,2.2,20.2,0.574,0.538,155.3,7.3,21,14.2,10,12.8,1.5,6.4,25.8,-3.2,1.4,113.1,98,15.1,415.2,22.2,0.4,0.042,-3.1,-0.1,-4.73333333333333,-0.166666666666667
"364","Collin Sexton",8,19,1.3,0.336,5.9,7.6,0.778,2.8,2.5,1,2.7,3.8,3.6,0.8,0.1,7.9,17.8,5.3,7.9,10.2,3.7,3.3,1.4,3.6,5,4.8,1.1,0.1,25.6,0.567,0.498,156.1,4.1,9.8,7,27.7,14.2,1.6,0.3,32.9,-1.3,1.4,113.1,104.8,8.3,328,22.4,4.8,0.036,-2.6,-1,-4.8,-2.66666666666667
"365","Deandre Ayton",1,19,0.3,0.343,4,5.5,0.733,2,2.3,3.4,8.2,11.6,1.6,0.6,1.9,9.4,15.4,1.2,4.8,6.5,2.4,2.8,4,9.8,13.8,1.9,0.7,2.3,24,0.65,0.625,168.8,13.5,28.2,21.4,10.2,11.3,1,6.1,26.6,-2.7,1.6,130.3,97.5,32.9,660.9,30.6,15.4,0.146,0.4,3.1,-0.366666666666667,1.46666666666667
"366","Devon Hall",53,22,1.7,0.432,2.2,2.5,0.894,1,1.4,0.4,3.9,4.2,3.1,0.9,0.1,4.8,10.7,4.8,2.8,3.1,1.3,1.8,0.4,4.8,5.2,3.9,1.1,0.2,14.6,0.599,0.552,178,1.4,14.9,8.3,19.6,9.6,1.8,0.6,19.5,3.8,1.4,124.9,91.5,33.4,339.1,19.4,-0.2,-0.116,-6.4,-0.1,-5.1,-0.1
"367","Devonte' Graham",34,23,2.8,0.406,4.3,5.2,0.827,2.8,1.4,0.6,3.4,4,7.2,1.6,0.1,5.4,13.5,7.4,4.5,5.5,3,1.5,0.7,3.6,4.3,7.7,1.7,0.1,18.3,0.568,0.51,163.2,2,9.6,6,31.4,15.5,2.4,0.1,23.9,5.3,1.4,120.4,104.1,16.3,558.5,20.2,6.3,0.073,-0.3,1.8,0.333333333333333,2.26666666666667
"368","Donte DiVincenzo",17,21,2.1,0.401,1.9,2.7,0.71,2,2.1,1.1,3.6,4.8,3.5,1.1,0.2,6.4,13.4,7.2,2.6,3.7,2.7,2.8,1.6,4.9,6.5,4.8,1.4,0.3,18.4,0.608,0.59,159.2,4.9,13.8,9.6,20,15.2,2,0.7,22.4,1.2,1.4,121.5,100.4,21.1,426.1,20,7.7,0.111,0.4,2,2.73333333333333,2.93333333333333
"369","Gary Trent, Jr.",37,19,2.6,0.402,2.3,2.6,0.876,1,1.7,0.8,3.4,4.2,1.4,1.2,0.1,5.7,13.6,7.7,2.7,3.1,1.2,2,1,4,5,1.7,1.4,0.2,17.1,0.567,0.528,169.3,2.9,10.3,6.8,6.8,7.4,1.9,0.4,19.5,-0.3,1.3,124.5,101.7,22.8,335.9,16,4,0.063,-1.8,0.2,-3.26666666666667,0.8
"370","George King",59,24,1.9,0.395,2.1,2.7,0.782,2,2.4,1.8,6.1,7.8,1.1,0.5,0.7,6.2,14,6.9,3,3.8,2.8,3.4,2.5,8.5,11,1.5,0.7,0.9,18.1,0.574,0.542,162.2,7.2,23.2,15.5,8.2,15.1,1.1,2.6,23.3,-4.5,1.3,109.3,101.2,8.1,314.4,18.2,0,-0.001,-7.9,0,-22.4,-0.1
"371","Grayson Allen",21,22,2.8,0.37,2.9,3.4,0.85,2.1,2.1,0.5,2.8,3.3,4.6,1.7,0.1,5.5,13.1,8.4,3.3,3.9,2.4,2.4,0.6,3.1,3.7,5.2,1.9,0.1,17.3,0.58,0.536,163.8,1.8,8,5.1,21.1,13.8,2.7,0.2,20.7,2.7,1.3,123.3,101.1,22.3,416.4,17.8,3.5,0.079,-1.7,0.2,-3.36666666666667,0
"372","Hamidou Diallo",45,19,0.7,0.338,2.1,3.4,0.616,1.4,2.6,0.9,2.8,3.6,1.2,0.8,0.4,5.8,13.6,3.4,3.4,5.4,2.2,4.2,1.4,4.4,5.8,2,1.2,0.6,16.2,0.498,0.47,138.2,4.2,11.5,8.1,9.5,12,1.8,1.6,22.5,-2.2,1.2,104,102.2,1.8,185.9,13.4,2.7,0.055,-3.1,-0.7,-1.43333333333333,0.6
"373","Jacob Evans",28,21,1.7,0.37,2.4,3.2,0.754,1.8,2,1.4,3.3,4.7,3.1,1.3,1,5.8,13.6,5.8,3.1,4.1,2.3,2.6,1.8,4.3,6.1,4.1,1.7,1.3,16.9,0.543,0.507,155.2,5.2,12,8.7,20,12.7,2.6,3.7,22.4,1.2,1.2,116.7,87.5,29.1,378.5,19.4,-0.6,-0.047,-7.4,-0.8,-6.9,-0.65
"374","Jalen Brunson",33,21,2.1,0.408,3.2,4,0.802,1.8,1.9,0.3,2.8,3,4.6,0.9,0,8.5,16.3,6.6,4.1,5.1,2.2,2.5,0.4,3.5,3.8,5.8,1.2,0,23.8,0.635,0.604,173.1,1.2,9.7,5.6,26.6,10.7,1.7,0.1,26.4,4.1,1.5,131,103.2,27.8,513.2,24.7,8.3,0.103,-0.8,1.2,0.533333333333333,1.76666666666667
"375","Jaren Jackson, Jr.",4,18,1.1,0.396,3,3.8,0.797,1.8,3.2,1.5,4.3,5.8,1.1,0.6,3,6.2,12.1,5,5.5,7,3.2,5.9,2.7,7.9,10.6,2,1.1,5.5,20,0.647,0.595,170.6,8.8,19.7,14.9,9.3,17.4,1.6,14.2,23.5,-4.8,1.6,120.7,85.8,34.9,370.4,25.1,6.8,0.104,0.1,1.7,-0.7,1.65
"376","Jarred Vanderbilt",41,19,0,0,1.7,2.7,0.632,1.1,2.6,3.3,4.6,7.9,1,0.4,0.8,4.9,11.4,0.2,4,6.4,2.5,6.2,7.7,10.8,18.5,2.4,1,1.8,13.8,0.476,0.426,105.8,21.5,28.4,25.1,11.2,14.8,1.4,5.4,20.4,-2.4,1.2,110.5,95.8,14.6,108.2,20.7,2,0.105,-1.3,0.2,-2.7,0.333333333333333
"377","Jerome Robinson",13,21,2.3,0.409,4.2,5,0.83,2.7,2.5,0.5,3.1,3.6,3.3,0.9,0.1,7.9,16.3,6.3,4.6,5.6,3,2.8,0.5,3.5,4,3.7,1,0.2,23,0.608,0.564,172.4,1.5,9.8,5.6,19.5,13.9,1.4,0.4,27.2,-1.5,1.4,116.8,108,8.8,384.5,20.2,-0.1,-0.004,-4.8,-1.1,-4.26666666666667,-0.2
"378","Jevon Carter",32,22,2.1,0.393,3.6,4.2,0.858,2.6,3,0.8,3.9,4.6,6.6,3,0.4,6.7,15.9,6.1,4.1,4.8,3.1,3.5,0.9,4.5,5.4,7.7,3.5,0.4,20,0.549,0.498,167.3,2.4,13.2,7.5,36.2,14.4,5,1.2,25,5.1,1.3,119.5,94.1,25.4,553.9,23.7,2.8,0.069,-0.7,0.6,-0.9,0.633333333333333
"379","Josh Okogie",20,19,1.6,0.38,5.5,6.8,0.821,2.5,2.9,2.2,4,6.2,2.5,1.8,1,6.1,14.7,4.6,6.1,7.4,2.8,3.2,2.5,4.4,6.9,2.7,1.9,1.1,20,0.55,0.475,161.7,7.1,13.3,10.1,15,13.3,2.9,2.8,27,-2.6,1.4,111.8,103.1,8.8,290.2,21.3,3.9,0.045,-3.1,-1.2,-1.33333333333333,1.23333333333333
"380","Keita Bates-Diop",48,22,1.9,0.359,3.3,4.1,0.794,1.8,1.7,1.5,7.2,8.7,1.6,0.9,1.6,8.8,18.3,6.5,4,5,2.2,2,1.8,8.7,10.5,2,1.1,2,23.9,0.577,0.544,163.3,5.7,24.5,15.5,10.5,9.6,1.6,5.9,29.5,-2.3,1.3,116.9,93.9,23,520.4,26.3,1.7,0.061,-2.2,-0.1,-4.2,-0.3
"381","Kevin Hervey",57,21,2.3,0.339,3.4,4.2,0.807,2.7,1.8,2.3,6.2,8.5,2.2,1.2,0.6,9.1,20.5,8.5,4.2,5.3,3.4,2.3,2.9,7.7,10.6,2.7,1.5,0.8,25.4,0.553,0.517,159.2,8,20.1,14.3,15.2,12.8,2.1,2.2,31.1,-3.7,1.2,109.7,97.5,12.1,459.5,22.7,-0.1,-0.085,-5.1,0,-13.2,-0.3
"382","Kevin Huerter",19,19,2.3,0.417,2.3,3.1,0.758,2.5,2.4,1,4.1,5,3.4,0.6,0.7,5.9,11.7,6.4,2.7,3.6,2.9,2.8,1.1,4.7,5.9,3.9,0.7,0.8,17.2,0.64,0.616,167.8,3.8,12.9,8.8,20.3,17.8,1.1,2.1,21.5,-0.8,1.5,119,101.8,17.3,352.9,18.4,5.7,0.05,-1.7,0.5,-2.46666666666667,0.333333333333333
"383","Kevin Knox",9,18,1.5,0.341,3.4,4.4,0.774,2.3,2.2,0.9,4.5,5.4,1.4,0.8,0.3,6.5,14.7,5.6,4.2,5.5,2.8,2.7,1.1,5.6,6.7,1.8,1,0.3,19.2,0.556,0.51,156.1,3.3,14.4,9.3,8.7,14.1,1.5,1,24.6,-4.2,1.3,109.5,101.8,7.7,310.8,16.5,-0.5,-0.006,-4.7,-2.6,-6.03333333333333,-2.63333333333333
"384","Khyri Thomas",38,22,1.9,0.411,2,2.6,0.788,1.8,1.9,1.1,3.3,4.4,2.8,1.7,0.2,7,13.1,5.8,2.6,3.3,2.3,2.4,1.3,4.2,5.5,3.5,2.1,0.3,19,0.65,0.629,173.7,4,11,7.7,15.1,13.4,2.9,0.8,21,0.2,1.5,122.5,100.1,22.4,391.4,20.6,0,-0.005,-5.7,-0.2,-6.15,-0.15
"385","Kostas Antetokounmpo",60,20,0.1,0.133,1.1,2.2,0.516,1.3,2.3,0.8,2,2.9,0.4,0.2,1.1,5.3,9.2,1.4,3,5.8,3.6,6,2.2,5.4,7.6,1.2,0.6,2.8,13.8,0.575,0.584,122.3,7.3,16.9,12.3,6,22.9,1,8.5,21,-7.3,1.5,95.8,105,-9.1,98.5,13.1,-0.1,-0.071,-8.4,-0.1,0.366666666666667,0.0333333333333333
"386","Landry Shamet",26,21,2.6,0.442,2.7,3.2,0.825,2.1,1.9,0.4,2.8,3.2,5.2,0.7,0.2,6.1,12.4,7.5,3.3,4.1,2.6,2.4,0.6,3.5,4.1,6.5,0.9,0.2,18.8,0.655,0.622,175.6,1.6,9.6,5.7,28.9,15.5,1.3,0.7,20.7,4.3,1.5,129.9,104.2,25.6,380.4,20.2,7.3,0.085,-2,0,-1.93333333333333,1.06666666666667
"387","Lonnie Walker",18,19,1.8,0.346,1.5,2,0.738,1.2,1.6,0.4,2.2,2.6,1.9,0.9,0.5,5.9,14.3,7.3,2.2,2.9,1.7,2.3,0.6,3.2,3.7,2.7,1.4,0.7,16.6,0.527,0.503,149.9,1.7,9.2,5.5,13,9.6,2,1.8,22.4,0.4,1.2,109.3,101.8,7.6,214.1,15.7,1,0.023,-3.4,-0.8,-5.2,-0.733333333333333
"388","Marvin Bagley III",2,19,0.7,0.397,4,6.3,0.627,2.3,1.8,4,7.1,11.1,1.5,0.8,0.9,9.7,15.7,2.1,4.7,7.5,2.7,2.1,4.7,8.4,13.1,1.8,1,1,24.8,0.643,0.64,163.7,13.7,21.4,17.8,8.5,12.2,1.4,2.6,25.9,-3.7,1.6,128.1,97.5,30.5,594.1,28.3,5.1,0.085,-2.1,-0.1,-3.66666666666667,-0.3
"389","Melvin Frazier, Jr.",35,21,1.2,0.385,2.8,3.9,0.712,2.6,2,1.2,4.4,5.6,2.9,2.1,0.7,6.9,12.5,3.5,3.3,4.6,3,2.3,1.4,5.2,6.5,3.3,2.4,0.9,18.5,0.631,0.61,165.2,3.9,14.6,9.3,18,16.9,3.5,2.2,22.2,-1.9,1.5,114.3,100.7,13.6,390,21,0,0.008,-5.4,-0.2,-6,-0.2
"390","Michael Porter, Jr.",14,19,1,0.3,2.3,3,0.778,1,2,1.3,5.3,6.7,0.3,1,0.3,7.5,22.6,7.5,5.3,6.8,2.3,4.5,3,12.1,15.1,0.8,2.3,0.8,22.6,0.438,0.383,141.1,8.8,31.8,20.9,5.3,8,3.4,2.1,37.4,-4.6,1,91.7,83.5,8.2,19.1,20.3,7.6,0.161,1.9,2.1,1.4,2.25
"391","Mikal Bridges",10,21,2.6,0.435,2.9,3.4,0.851,1.4,2.1,1.4,4,5.3,1.9,1.5,1.1,7.6,14.8,7.4,3.5,4.2,1.7,2.7,1.7,4.9,6.6,2.4,1.9,1.3,22,0.655,0.623,180,5.2,13.8,9.7,10.6,9.1,2.7,3.5,23.2,-0.2,1.5,132.8,97.4,35.4,556,25.4,13.5,0.105,0.3,3.7,1.3,3.6
"392","Miles Bridges",12,20,2.1,0.364,2.7,3.2,0.853,2,1.6,1.3,5.7,7,2.7,0.6,0.8,7.8,17.1,7.3,3.5,4.1,2.5,2,1.6,7.3,8.9,3.4,0.8,1,21.8,0.572,0.535,167.5,5.2,18.1,12.4,16.8,11.6,1.2,2.5,27.1,-0.5,1.3,118.3,95.1,23.2,432.4,21.7,7.4,0.069,-1.5,0.7,-2.3,0.2
"393","Moe Wagner",25,21,1.6,0.394,1.9,2.8,0.694,1.4,3.1,1.5,5.7,7.1,0.8,1,0.5,8,15.2,5.9,2.8,4,2.1,4.5,2.1,8.2,10.3,1.2,1.4,0.7,21.2,0.619,0.605,161.6,6.5,25,15.8,6.8,10.8,2.2,2,26.2,-3.4,1.4,117.5,92.7,24.8,420.5,23.8,2.8,0.079,-2.6,-0.2,NA,NA
"394","Mohamed Bamba",6,20,0.5,0.275,2.7,4,0.681,1.5,2.5,3.2,7.3,10.5,0.5,0.8,3.7,6.4,11.9,2.3,3.6,5.3,2,3.4,4.2,9.7,14,0.7,1,4.9,17.1,0.593,0.567,149.6,12.2,28.3,20.2,3.6,12.3,1.5,13.2,21.3,-4.1,1.4,118.4,88.3,30.1,465.9,26.5,5.1,0.121,-0.3,0.9,-1.5,-0.4
"395","Omari Spellman",30,20,1.6,0.433,1.2,1.8,0.7,1,2.3,2.2,5.8,8,0.8,0.7,1.5,5.7,11.9,5.3,1.7,2.5,1.4,3.3,3.2,8.2,11.4,1.1,0.9,2.1,15.4,0.588,0.573,161,9.9,23,16.8,4.3,9.8,1.3,5.5,18.3,-1.8,1.3,123,95.8,27.3,448,19.6,2.4,0.068,-1.5,0.2,-3.95,-0.55
"396","Raymond Spalding",56,21,0.1,0.263,2,3.2,0.64,1.7,3,3.1,5.5,8.7,1.3,1.5,1.7,7.4,13.5,0.8,2.9,4.6,2.5,4.3,4.5,8,12.5,1.8,2.2,2.5,17.8,0.568,0.55,144.7,13.3,20.9,17.3,9.6,13.5,3.1,6.3,23,-3.1,1.3,114.4,91.6,22.8,458.2,24.1,0.1,0.025,-5.7,-0.2,-9.45,-0.2
"397","Robert Williams",27,20,0,0,1.1,2.3,0.471,1.7,2.2,2.4,6.9,9.2,1.4,0.8,2.5,7.2,11.4,0.6,1.7,3.6,2.7,3.4,3.7,10.7,14.4,2.2,1.2,4,16.2,0.614,0.632,110.3,10.4,27.2,19.2,11,17,1.8,10,19.3,-3,1.4,114.1,91.8,22.3,403.2,24.3,8.1,0.25,5.2,2.8,0.233333333333333,0.766666666666667
"398","Shai Gilgeous-Alexander",11,19,0.6,0.404,3.9,4.7,0.817,2.7,1.7,0.9,3.2,4.1,5.1,1.6,0.5,5.9,12.1,1.8,4.6,5.6,3.2,2,1.1,3.8,4.9,6.1,2,0.6,17.1,0.578,0.516,170.6,3.2,10,6.8,28.8,17.9,2.8,1.7,21.9,2.1,1.4,116.7,100.8,15.8,443.6,20.1,13.1,0.109,1.3,4.8,0.766666666666667,3.3
"399","Shake Milton",54,21,2.5,0.434,4.3,5,0.847,2.3,1.7,0.6,4,4.7,4.4,1.4,0.6,6.2,13.7,6.5,4.7,5.6,2.5,1.9,0.7,4.5,5.2,4.8,1.6,0.7,19.8,0.606,0.551,173,2.1,13.4,7.8,24.1,13.3,2.4,2.4,24.8,1.9,1.4,123.7,96,27.7,301.6,22.5,4.7,0.103,-1.8,0.1,-1.56666666666667,0.333333333333333
"400","Svi Mykhailiuk",47,21,2.9,0.444,1.2,1.4,0.804,1.7,2.5,1.1,2.8,3.9,2.7,1.2,0.3,6.1,14,7.7,1.3,1.7,1.9,2.9,1.3,3.2,4.5,3.2,1.4,0.4,16.9,0.572,0.556,168.2,3.9,8.7,6.4,13.4,11.5,1.9,0.9,21,0.5,1.2,116.1,105.1,11,372.2,16.2,1.9,0.035,-2.6,-0.4,-1.96666666666667,0.5
"401","Thomas Welsh",58,22,1.4,0.402,1.5,1.8,0.828,1,2.4,2.6,8.2,10.8,1.4,0.7,0.9,5.9,12.2,4.1,1.8,2.1,1.2,2.9,3.2,9.9,13.1,1.7,0.8,1.1,15.2,0.577,0.552,171.4,9,25.9,17.8,7.8,8.6,1.1,2.8,17.7,-0.3,1.2,122.7,100.6,22.1,458.5,19.5,0.1,0.162,1.2,0,1.7,0.1
"402","Tony Carr",51,20,2.4,0.433,4,5,0.799,2.3,1.8,0.9,4.1,4.9,5,0.8,0.3,7.5,18.4,6.2,4.5,5.6,2.6,2.1,1,4.6,5.6,5.7,0.9,0.3,22.2,0.527,0.482,164.1,3,13.5,8.3,29.3,11,1.4,0.9,30.1,3.1,1.2,114.3,101.9,12.4,459.5,21.3,NA,NA,NA,NA,NA,NA
"403","Trae Young",5,19,3.7,0.36,7.4,8.6,0.861,5.2,1.8,0.4,3.5,3.9,8.7,1.7,0.2,9.2,21.8,11.6,8.3,9.7,5.9,2,0.5,3.9,4.4,9.8,1.9,0.3,30.9,0.585,0.518,164.3,1.3,9.9,5.8,48.6,18.2,2.5,0.7,37.2,1.5,1.4,114.7,106.9,7.8,552.5,26.9,14.7,0.111,2,6.4,1.56666666666667,3.8
"404","Troy Brown, Jr.",15,18,0.9,0.291,2.2,3,0.743,2.5,2.2,1.5,4.7,6.2,3.2,1.6,0.2,5.2,11.8,4,2.9,3.8,3.1,2.9,1.9,6,7.9,4.1,2,0.3,14.5,0.532,0.494,147.8,5.9,18,12,18.7,18.8,2.9,0.8,20.9,-1.1,1.2,105.8,100.9,4.9,339.1,15.9,3.3,0.053,-2.1,-0.1,-4.76666666666667,0.0333333333333333
"405","Vince Edwards",52,22,1.5,0.398,2.9,3.4,0.833,2,1.8,2,5.4,7.4,2.9,0.5,0.6,6.5,13.7,4.6,3.6,4.3,2.6,2.2,2.6,6.8,9.4,3.7,0.7,0.8,18.5,0.587,0.544,170.8,8.3,18.5,13.8,17.1,14,1,2,23.8,-0.3,1.4,118.9,95.9,23.1,432.5,20.7,0,-0.014,-6.4,0,-4.4,0
"406","Wendell Carter, Jr.",7,19,0.5,0.413,3.4,4.5,0.738,2,2.8,2.9,6.1,9.1,2,0.8,2.1,7.2,12.8,1.8,5,6.7,3,4.2,4.4,9.1,13.4,3,1.2,3,20.1,0.628,0.591,171.2,12.8,23.1,18.3,12.9,15.8,1.7,7.6,22.7,-2.5,1.6,125.3,92,33.3,529.8,26.4,8.1,0.114,-1.6,0.3,-3.53333333333333,-0.266666666666667
"407","Zhaire Smith",16,19,0.5,0.45,2.5,3.4,0.717,1.1,1.8,2.2,2.8,5,1.8,1.1,1.1,5.9,10.5,1.5,3.5,4.8,1.6,2.5,3.2,3.9,7,2.5,1.6,1.6,15.9,0.618,0.588,172.2,9.5,11.1,10.4,12.5,10.8,2.3,4.8,18.2,0.3,1.5,128.9,94.2,34.6,396.6,21.5,0,0.011,-6.1,-0.2,-4.4,0.05
"408","Deividas Sirvydis",37,19,1.2,0.364,0.8,1,0.774,0.6,1.4,0.5,1.5,2,0.9,0.5,0.1,5.1,12.2,8.7,2.1,2.8,1.6,3.8,1.3,4.1,5.4,2.4,1.2,0.2,15.5,0.577,0.547,155.6,4.2,13.7,8.9,10.2,10.9,1.8,0.6,18.4,-0.2,1.3,117.3,111.8,5.5,224,13.5,0,0.074,-1.2,0,-10.5,0
"409","Didi Louzada",35,19,1.5,0.427,1.6,2.1,0.735,1.1,2,0.7,2.1,2.8,1,0.7,0.1,7.7,15.4,7.3,3.2,4.3,2.3,4,1.4,4.3,5.7,2,1.4,0.1,21.6,0.623,0.596,165.8,4.7,12.9,9,9,11.5,1.9,0.3,24,-2.3,1.4,116.5,107.9,8.6,289.8,17.8,NA,NA,NA,NA,NA,NA
"410","Goga Bitadze",18,19,0.7,0.4,3.9,5.8,0.679,1.8,3.8,1.9,4.5,6.3,1.1,0.5,1.9,7.9,13.9,3,6.7,9.9,3,6.4,3.2,7.6,10.8,1.8,0.9,3.3,23.8,0.652,0.614,165,9.8,23.8,16.8,8.8,14.2,1.3,9.4,24.6,-4.5,1.7,120.6,103.6,17,549,23.3,1.7,0.098,-1.6,0.1,-2.6,-0.05
"411","Luka Samanic",19,19,0.5,0.338,1.8,2.5,0.722,1.4,2,1.1,3.7,4.8,0.9,0.5,0.4,6.1,12.6,3.5,4,5.5,3,4.3,2.4,7.9,10.4,1.9,1,0.8,17.3,0.578,0.531,154.4,8.1,24.8,16.7,9,16.7,1.4,2,21.7,-4.5,1.4,108.4,108.2,0.3,294.2,15.4,0.2,0.029,-4.7,-0.2,0.55,0.05
"412","Sekou Doumbouya",15,18,0.7,0.315,0.8,1.1,0.756,1.2,2.3,0.8,2.2,3,0.7,0.7,0.5,6.3,13.2,5.2,1.8,2.3,2.6,5.1,1.8,4.9,6.7,1.5,1.6,1.1,16,0.564,0.541,155,6.2,15.8,11.1,6.4,15.5,2.3,2.7,20.6,-4.1,1.2,102.3,111.4,-9.1,173.6,13,-0.7,-0.027,-7.4,-1.8,-8.35,-1.7
"413","Vanja Marinkovic",60,22,1.6,0.35,2.2,3,0.744,1.4,2.3,0.3,2.1,2.4,1.8,0.5,0.1,5.9,13.6,7.1,3.4,4.5,2.1,3.4,0.5,3.1,3.6,2.7,0.7,0.2,17.5,0.562,0.52,152.4,1.5,10,5.8,11.5,11.6,1,0.6,20.9,-0.7,1.3,111,109.2,1.8,328,11.9,NA,NA,NA,NA,NA,NA
